"Região Habilitação Atual,""UF Habilitação Atual"",""Sexo"",""Faixa Etária"",""Categoria"",""Qt. Condutor Histórico"""
"Centro-Oeste,""Goiás"",""Masculino"",""81 a 90"",""AE-Condutor Moto/Carreta"",""20"""
"Centro-Oeste,""Goiás"",""Masculino"",""81 a 90"",""B-Condutor Carro"",""20.331"""
"Centro-Oeste,""Goiás"",""Masculino"",""81 a 90"",""C-Condutor Caminhão"",""1.954"""
"Centro-Oeste,""Goiás"",""Masculino"",""81 a 90"",""D-Condutor Ônibus"",""2.680"""
"Centro-Oeste,""Goiás"",""Masculino"",""81 a 90"",""E-Condutor Carreta"",""178"""
"Centro-Oeste,""Goiás"",""Masculino"",""91 a 100"",""A-Condutor Moto"",""22"""
"Centro-Oeste,""Goiás"",""Masculino"",""91 a 100"",""AB-Condutor Moto/Carro"",""320"""
"Centro-Oeste,""Goiás"",""Masculino"",""91 a 100"",""AC-Condutor Moto/Caminhão"",""15"""
"Centro-Oeste,""Goiás"",""Masculino"",""91 a 100"",""AD-Condutor Moto/Ônibus"",""19"""
"Centro-Oeste,""Goiás"",""Masculino"",""91 a 100"",""B-Condutor Carro"",""5.997"""
"Centro-Oeste,""Goiás"",""Masculino"",""91 a 100"",""C-Condutor Caminhão"",""214"""
"Centro-Oeste,""Goiás"",""Masculino"",""91 a 100"",""D-Condutor Ônibus"",""303"""
"Centro-Oeste,""Goiás"",""Masculino"",""91 a 100"",""E-Condutor Carreta"",""10"""
"Centro-Oeste,""Goiás"",""Masculino"",""101 a 120"",""AB-Condutor Moto/Carro"",""15"""
"Centro-Oeste,""Goiás"",""Masculino"",""101 a 120"",""AD-Condutor Moto/Ônibus"",""1"""
"Centro-Oeste,""Goiás"",""Masculino"",""101 a 120"",""B-Condutor Carro"",""554"""
"Centro-Oeste,""Goiás"",""Masculino"",""101 a 120"",""C-Condutor Caminhão"",""5"""
"Centro-Oeste,""Goiás"",""Masculino"",""101 a 120"",""D-Condutor Ônibus"",""7"""
"Centro-Oeste,""Goiás"",""Feminino"",""18 a 21"",""A-Condutor Moto"",""805"""
"Centro-Oeste,""Goiás"",""Feminino"",""18 a 21"",""AB-Condutor Moto/Carro"",""17.844"""
"Centro-Oeste,""Goiás"",""Feminino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""3"""
"Centro-Oeste,""Goiás"",""Feminino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""2"""
"Centro-Oeste,""Goiás"",""Feminino"",""18 a 21"",""B-Condutor Carro"",""15.689"""
"Centro-Oeste,""Goiás"",""Feminino"",""18 a 21"",""D-Condutor Ônibus"",""1"""
"Centro-Oeste,""Goiás"",""Feminino"",""22 a 25"",""A-Condutor Moto"",""3.569"""
"Centro-Oeste,""Goiás"",""Feminino"",""22 a 25"",""AB-Condutor Moto/Carro"",""44.694"""
"Centro-Oeste,""Goiás"",""Feminino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""11"""
"Centro-Oeste,""Goiás"",""Feminino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""134"""
"Centro-Oeste,""Goiás"",""Feminino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""4"""
"Centro-Oeste,""Goiás"",""Feminino"",""22 a 25"",""B-Condutor Carro"",""34.079"""
"Centro-Oeste,""Goiás"",""Feminino"",""22 a 25"",""D-Condutor Ônibus"",""15"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""A-Condutor Moto"",""7.538"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""AB-Condutor Moto/Carro"",""69.948"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""27"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""614"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""73"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""B-Condutor Carro"",""49.639"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""C-Condutor Caminhão"",""8"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""D-Condutor Ônibus"",""85"""
"Centro-Oeste,""Goiás"",""Feminino"",""26 a 30"",""E-Condutor Carreta"",""1"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""A-Condutor Moto"",""18.115"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""AB-Condutor Moto/Carro"",""137.918"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""72"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""2.440"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""321"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""B-Condutor Carro"",""126.413"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""C-Condutor Caminhão"",""34"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""D-Condutor Ônibus"",""578"""
"Centro-Oeste,""Goiás"",""Feminino"",""31 a 40"",""E-Condutor Carreta"",""33"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""A-Condutor Moto"",""13.272"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""AB-Condutor Moto/Carro"",""70.752"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""139"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""1.636"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""282"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""B-Condutor Carro"",""119.219"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""C-Condutor Caminhão"",""102"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""D-Condutor Ônibus"",""966"""
"Centro-Oeste,""Goiás"",""Feminino"",""41 a 50"",""E-Condutor Carreta"",""69"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""A-Condutor Moto"",""5.073"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""AB-Condutor Moto/Carro"",""21.407"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""157"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""524"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""84"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""B-Condutor Carro"",""91.864"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""C-Condutor Caminhão"",""261"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""D-Condutor Ônibus"",""844"""
"Centro-Oeste,""Goiás"",""Feminino"",""51 a 60"",""E-Condutor Carreta"",""58"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""A-Condutor Moto"",""819"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""AB-Condutor Moto/Carro"",""3.076"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""35"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""81"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""16"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""B-Condutor Carro"",""51.713"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""C-Condutor Caminhão"",""166"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""D-Condutor Ônibus"",""311"""
"Centro-Oeste,""Goiás"",""Feminino"",""61 a 70"",""E-Condutor Carreta"",""15"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""A-Condutor Moto"",""75"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""AB-Condutor Moto/Carro"",""296"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""5"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""13"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""2"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""B-Condutor Carro"",""18.461"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""C-Condutor Caminhão"",""42"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""D-Condutor Ônibus"",""50"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""E-Condutor Carreta"",""3"""
"Centro-Oeste,""Goiás"",""Feminino"",""71 a 80"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Centro-Oeste,""Goiás"",""Feminino"",""81 a 90"",""A-Condutor Moto"",""4"""
"Centro-Oeste,""Goiás"",""Feminino"",""81 a 90"",""AB-Condutor Moto/Carro"",""18"""
"Centro-Oeste,""Goiás"",""Feminino"",""81 a 90"",""AC-Condutor Moto/Caminhão"",""1"""
"Centro-Oeste,""Goiás"",""Feminino"",""81 a 90"",""AD-Condutor Moto/Ônibus"",""1"""
"Centro-Oeste,""Goiás"",""Feminino"",""81 a 90"",""B-Condutor Carro"",""4.311"""
"Centro-Oeste,""Goiás"",""Feminino"",""81 a 90"",""C-Condutor Caminhão"",""6"""
"Centro-Oeste,""Goiás"",""Feminino"",""81 a 90"",""D-Condutor Ônibus"",""13"""
"Centro-Oeste,""Goiás"",""Feminino"",""91 a 100"",""AB-Condutor Moto/Carro"",""1"""
"Centro-Oeste,""Goiás"",""Feminino"",""91 a 100"",""B-Condutor Carro"",""552"""
"Centro-Oeste,""Goiás"",""Feminino"",""101 a 120"",""AB-Condutor Moto/Carro"",""1"""
"Centro-Oeste,""Goiás"",""Feminino"",""101 a 120"",""B-Condutor Carro"",""18"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""18 a 21"",""A-Condutor Moto"",""1.491"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""18 a 21"",""AB-Condutor Moto/Carro"",""19.749"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""231"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""80"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""18 a 21"",""AE-Condutor Moto/Carreta"",""8"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""18 a 21"",""B-Condutor Carro"",""4.725"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""18 a 21"",""C-Condutor Caminhão"",""23"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""18 a 21"",""D-Condutor Ônibus"",""6"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""A-Condutor Moto"",""4.177"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""AB-Condutor Moto/Carro"",""37.873"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""1.251"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""2.534"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""688"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""B-Condutor Carro"",""9.216"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""C-Condutor Caminhão"",""85"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""D-Condutor Ônibus"",""156"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""22 a 25"",""E-Condutor Carreta"",""45"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""A-Condutor Moto"",""4.858"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""AB-Condutor Moto/Carro"",""49.929"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""2.433"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""9.251"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""3.888"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""B-Condutor Carro"",""10.851"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""C-Condutor Caminhão"",""141"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""D-Condutor Ônibus"",""465"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""E-Condutor Carreta"",""109"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""26 a 30"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""A-Condutor Moto"",""6.867"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""AB-Condutor Moto/Carro"",""95.303"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""5.601"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""31.275"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""17.978"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""B-Condutor Carro"",""21.182"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""C-Condutor Caminhão"",""465"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""D-Condutor Ônibus"",""2.196"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""E-Condutor Carreta"",""876"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""31 a 40"",""XB-Condutor Ciclomotor/Carro"",""2"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""A-Condutor Moto"",""3.979"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""AB-Condutor Moto/Carro"",""62.169"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""8.454"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""23.816"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""15.953"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""B-Condutor Carro"",""22.681"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""C-Condutor Caminhão"",""2.499"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""D-Condutor Ônibus"",""4.197"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""E-Condutor Carreta"",""2.998"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""41 a 50"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""A-Condutor Moto"",""2.287"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""AB-Condutor Moto/Carro"",""34.367"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""11.328"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""12.298"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""7.400"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""B-Condutor Carro"",""26.054"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""C-Condutor Caminhão"",""7.732"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""D-Condutor Ônibus"",""6.036"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""E-Condutor Carreta"",""3.974"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""51 a 60"",""X-Condutor Ciclomotor"",""1"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""A-Condutor Moto"",""755"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""AB-Condutor Moto/Carro"",""12.045"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""5.594"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""3.966"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""1.905"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""B-Condutor Carro"",""25.705"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""C-Condutor Caminhão"",""11.668"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""D-Condutor Ônibus"",""6.193"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""61 a 70"",""E-Condutor Carreta"",""3.332"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""A-Condutor Moto"",""209"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""AB-Condutor Moto/Carro"",""3.332"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""833"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""529"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""135"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""B-Condutor Carro"",""20.232"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""C-Condutor Caminhão"",""6.185"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""D-Condutor Ônibus"",""2.273"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""71 a 80"",""E-Condutor Carreta"",""679"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""A-Condutor Moto"",""42"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""AB-Condutor Moto/Carro"",""476"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""AC-Condutor Moto/Caminhão"",""136"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""AD-Condutor Moto/Ônibus"",""44"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""AE-Condutor Moto/Carreta"",""7"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""B-Condutor Carro"",""10.232"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""C-Condutor Caminhão"",""2.988"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""D-Condutor Ônibus"",""500"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""81 a 90"",""E-Condutor Carreta"",""78"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""91 a 100"",""A-Condutor Moto"",""2"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""91 a 100"",""AB-Condutor Moto/Carro"",""47"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""91 a 100"",""AC-Condutor Moto/Caminhão"",""13"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""91 a 100"",""B-Condutor Carro"",""3.474"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""91 a 100"",""C-Condutor Caminhão"",""558"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""91 a 100"",""D-Condutor Ônibus"",""34"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""91 a 100"",""E-Condutor Carreta"",""1"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""101 a 120"",""AB-Condutor Moto/Carro"",""2"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""101 a 120"",""B-Condutor Carro"",""483"""
"Centro-Oeste,""Mato Grosso do Sul"",""Masculino"",""101 a 120"",""C-Condutor Caminhão"",""37"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""18 a 21"",""A-Condutor Moto"",""845"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""18 a 21"",""AB-Condutor Moto/Carro"",""7.639"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""4"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""1"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""18 a 21"",""B-Condutor Carro"",""5.443"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""18 a 21"",""C-Condutor Caminhão"",""1"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""22 a 25"",""A-Condutor Moto"",""3.245"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""22 a 25"",""AB-Condutor Moto/Carro"",""19.132"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""35"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""99"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""5"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""22 a 25"",""B-Condutor Carro"",""11.807"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""22 a 25"",""C-Condutor Caminhão"",""7"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""22 a 25"",""D-Condutor Ônibus"",""6"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""A-Condutor Moto"",""5.204"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""AB-Condutor Moto/Carro"",""32.703"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""78"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""553"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""75"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""B-Condutor Carro"",""16.667"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""C-Condutor Caminhão"",""11"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""D-Condutor Ônibus"",""30"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""E-Condutor Carreta"",""3"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""26 a 30"",""X-Condutor Ciclomotor"",""1"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""A-Condutor Moto"",""10.541"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""AB-Condutor Moto/Carro"",""72.079"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""193"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""2.007"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""303"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""B-Condutor Carro"",""39.808"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""C-Condutor Caminhão"",""23"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""D-Condutor Ônibus"",""302"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""E-Condutor Carreta"",""17"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""31 a 40"",""XB-Condutor Ciclomotor/Carro"",""1"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""A-Condutor Moto"",""7.452"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""AB-Condutor Moto/Carro"",""40.223"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""157"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""1.419"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""223"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""B-Condutor Carro"",""41.437"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""C-Condutor Caminhão"",""107"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""D-Condutor Ônibus"",""453"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""E-Condutor Carreta"",""41"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""41 a 50"",""X-Condutor Ciclomotor"",""2"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""51 a 60"",""A-Condutor Moto"",""3.164"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""51 a 60"",""AB-Condutor Moto/Carro"",""14.398"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""217"""
"Centro-Oeste,""Mato Grosso do Sul"",""Feminino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""399"""
